Player_Name,avg(Innings Batting Strike Rate),avg(Innings Economy Rate),Player_Id,DOB,Batting_Hand,Bowling_Skill,Country
AD Russell,121.50127161963512,9.812903223499175,334,4/29/1988,Right_Hand,Right-arm fast,West Indies
AF Buurman,0,null,null,null,null,null,null
JA Richardson,177.77666727701822,8.545555538601345,null,null,null,null,null
M Markande,null,7.75,null,null,null,null,null
Zulqarnain Haider,60.18333307902018,null,null,null,null,null,null
Yasir Shah,157.13999938964844,9.164999961853027,null,null,null,null,null
TK Musakanda,89.28333409627278,null,null,null,null,null,null
DA Rankin,90.06000137329102,null,null,null,null,null,null
RK Kleinveldt,207.13999938964844,9.858333349227905,null,null,null,null,null
Ahsan Ali,56.25,null,null,null,null,null,null
Elias Sunny,99.99750137329102,6.642857142857143,null,null,null,null,null
CG Burnett,null,4.5,null,null,null,null,null
TM Dowlin,98.43500137329102,null,null,null,null,null,null
EP Thompson,100,6,null,null,null,null,null
AJ McKay,0,5.474999904632568,null,null,null,null,null
JJ Bumrah,42.58999888102213,6.537755095228857,375,12/6/1993,Right_Hand,Right-arm medium,India
A Mishra,null,6.4079999923706055,136,11/24/1982,Right_Hand,Legbreak,India
R Sharma,null,7.630000114440918,235,4/30/1987,Right_Hand,Right-arm offbreak,India
NLTC Perera,133.09472380211605,9.966032606104147,280,4/3/1989,Left_Hand,Right-arm medium-fast,Sri Lanka
E Leie,null,7.994999885559082,null,null,null,null,null
E Lewis,112.0483875889932,null,null,null,null,null,null
DK Butler,null,7.329999923706055,null,null,null,null,null
YS Chahal,58.33250045776367,8.179285707927885,382,7/23/1990,Right_Hand,Legbreak googly,India
Mohammad Hasnain,45,8.041666666666666,null,null,null,null,null
PBB Rajapaksa,101.03833262125652,null,null,null,null,null,null
TAM Siriwardana,104.39105264764083,9.281538449800932,null,null,null,null,null
W Barresi,104.2507325149164,7.846666653951009,null,null,null,null,null
NM Odhiambo,65.19875049591064,7.8028571265084405,null,null,null,null,null
SC Getkate,96.64605311343544,9.480714253016881,null,null,null,null,null
TS Mills,0,7.25,null,null,null,null,null
DJ Bravo,107.31457687636554,8.580718214340632,71,10/7/1983,Right_Hand,Right-arm medium-fast,West Indies
N Deonarine,89.43833287556966,9.332499980926514,null,null,null,null,null
MS Sinclair,0,null,null,null,null,null,null
JO Ngoche,54.759999910990395,6.047142846243722,null,null,null,null,null
SW Billings,106.73136346990412,null,421,6/15/1991,Right_Hand,NULL,England
KD Mills,84.9484210767244,8.187619038990565,null,null,null,null,null
RR Pant,94.87160049438477,null,420,10/4/1997,Left_Hand,NULL,India
Abdur Rauf,null,7,null,null,null,null,null
CU Jayasinghe,126.90333557128906,null,null,null,null,null,null
Mushfiqur Rahim,104.3537833172342,null,null,null,null,null,null
Hashmatullah Shahidi,100,null,null,null,null,null,null
JL Denly,66.3090917413885,9.01599998474121,null,null,null,null,null
DJ Hussey,98.33888901604547,6.585599975585938,4,7/15/1977,Right_Hand,Right-arm offbreak,Australia
SE Marsh,85.75200042724609,null,100,7/9/1983,Left_Hand,Slow left-arm orthodox,Australia
LMP Simmons,104.34993550684545,10.443333307902018,383,1/25/1985,Right_Hand,Right-arm medium-fast,West Indies
DJ Mitchell,96.54636487093839,11.894000053405762,null,null,null,null,null
Mohammad Nawaz (3),66.15499877929688,7.414999961853027,null,null,null,null,null
RP Arnold,100,null,null,null,null,null,null
P Utseya,71.89238139561245,7.071999985831124,null,null,null,null,null
TE Tucker,20,2.5,null,null,null,null,null
CN Ackermann,128.1081841208718,6.132999992370605,null,null,null,null,null
Mohammad Saifuddin,137.35666741265192,9.29499998546782,null,null,null,null,null
MS Panesar,50,10,null,null,null,null,null
Iftikhar Ahmed,140.61666870117188,9.5,null,null,null,null,null
Mohammad Sami,101.78499984741211,8.454615372877855,null,null,null,null,null
JE Pitcher,125,7.773333231608073,null,null,null,null,null
PR Stirling,112.62546696980795,8.773177565815292,null,null,null,null,null
MC Sorensen,101.91900177001953,7.797272682189941,null,null,null,null,null
PD Collingwood,109.96454539443508,9.894736842105264,241,5/26/1976,Right_Hand,Right-arm medium,England
KDK Vithanage,65.38333129882812,null,null,null,null,null,null
HN Ya France,64.81333414713542,7.263333320617676,null,null,null,null,null
GD Drummond,65.33666737874348,7.303529402788947,null,null,null,null,null
JH Davey,124.47200088500976,8.127499961853028,null,null,null,null,null
DR Brown,20,11,null,null,null,null,null
L Ronchi,110.97333319981892,null,43,4/23/1981,Right_Hand,NULL,Australia
D Wiese,137.79499893188478,7.807499980926513,401,5/18/1985,Right_Hand,Right-arm medium-fast,South Africa
CS Baugh,92.58999888102214,null,null,null,null,null,null
Sohail Khan,100,7.85,null,null,null,null,null
HMRKB Herath,78,6.248235302812913,null,null,null,null,null
Liton Das,113.95416741144089,null,null,null,null,null,null
A Zampa,113.23600006103516,6.057558131772418,430,3/31/1992,Right_Hand,Legbreak googly,Australia
NE Bonner,66.36000061035156,9,null,null,null,null,null
Junaid Siddique,142.7971431187221,null,null,null,null,null,null
Rony Talukdar,95.44999694824219,null,null,null,null,null,null
JN Frylinck,88.84142957414899,5.530769238105187,null,null,null,null,null
Mohammad Nabi,123.13448670645741,7.2964628679783585,null,null,null,null,null
Fareed Ahmad,160,9.122857161930629,null,null,null,null,null
KP Pietersen,135.15083376566568,10.333333333333334,158,6/27/1980,Right_Hand,Right-arm offbreak,South Africa
AA Noffke,null,5.444999933242798,13,4/30/1977,Right_Hand,Right-arm fast-medium,Australia
M de Lange,null,9.850000063578287,389,10/13/1990,Right_Hand,Right-arm fast,South Africa
S Sreesanth,74.44333394368489,8.573333316379124,77,2/6/1983,Right_Hand,Right-arm fast-medium,India
S Prasanna,127.50450038909912,7.36499998304579,null,null,null,null,null
HJC Mol,0,8,null,null,null,null,null
Najibullah Zadran,138.80313395182293,null,null,null,null,null,null
CL White,114.4081397832826,7.7,10,8/18/1983,Right_Hand,Legbreak googly,Australia
DS Smith,131.47833379109701,null,null,null,null,null,null
LH Ferguson,33.33000183105469,7.15625,null,null,null,null,null
Arafat Sunny,115.97166697184245,7.298999977111817,null,null,null,null,null
SO Tikolo,100.1913340250651,7.25,null,null,null,null,null
C Kieswetter,97.06520065307618,null,null,null,null,null,null
SG Borthwick,87.5,3.75,null,null,null,null,null
J Louw,100,7.5,null,null,null,null,null
Shaheen Shah Afridi,0,7.297499974568685,null,null,null,null,null
MC Henriques,99.37500095367432,10.022857121058873,163,2/1/1987,Right_Hand,Right-arm fast-medium,Australia
I Sharma,100,8.380714280264717,84,9/2/1988,Right_Hand,Right-arm fast-medium,India
Sohaib Maqsood,96.33588229908662,12,null,null,null,null,null
PC de Silva,77.5,15,null,null,null,null,null
PVD Chameera,68.96777767605252,8.670526303743062,null,null,null,null,null
SI de Saram,null,null,null,null,null,null,null
RP Burl,104.11923041710487,9.266666666666667,null,null,null,null,null
O Bascome,88.3009085221724,null,null,null,null,null,null
L Louwrens,113.33000183105469,null,null,null,null,null,null
BJ McCarthy,68.95500183105469,10.293103448275861,null,null,null,null,null
AN Cook,113.76250076293945,null,null,null,null,null,null
AC Agar,104.23103464060816,7.721267592739052,null,null,null,null,null
HH Dippenaar,20,null,null,null,null,null,null
A Martin,null,6.659999847412109,null,null,null,null,null
C de Grandhomme,118.29454560713334,8.938947376451994,null,null,null,null,null
Mehrab Hossain jnr,66.90999984741211,7.050000190734863,null,null,null,null,null
DM Gondaria,113.82444508870442,null,null,null,null,null,null
JJ Smit,154.07900009155273,6.255999970436096,null,null,null,null,null
BTJ Wheal,100,8.45,null,null,null,null,null
KMA Paul,104.33916695912679,8.463333341810438,null,null,null,null,null
DAJ Bracewell,147.1699996948242,9.396874994039536,312,9/28/1990,Right_Hand,Right-arm fast-medium,New Zealand
Shoaib Malik,121.81326983525203,7.500638292190876,86,2/1/1982,Right_Hand,Right-arm offbreak,Pakistan
Awais Zia,84.04400024414062,null,null,null,null,null,null
Imran Khan (1),0,8.833333333333334,null,null,null,null,null
AG Cremer,58.65937566757202,7.28142854145595,null,null,null,null,null
TGJ Gruijters,110.74800033569336,5.931999969482422,null,null,null,null,null
Mirwais Ashraf,94.94166692097981,8.102272727272727,null,null,null,null,null
AT Carey,106.29636521772905,null,null,null,null,null,null
WW Hinds,56.939998626708984,null,null,null,null,null,null
L Balaji,null,7.863999938964843,151,9/27/1981,Right_Hand,Right-arm medium-fast,India
Khalid Latif,84.27846204317532,null,null,null,null,null,null
Sohail Tanvir,118.75434842317,7.371578931808472,102,12/12/1984,Left_Hand,Left-arm medium-fast,Pakistan
Nazmul Islam,119.4424991607666,7.041666666666667,null,null,null,null,null
A Khan,50,8.5,null,null,null,null,null
CS Martin,83.33000183105469,8.359999974568685,null,null,null,null,null
Harbhajan Singh,127.32416725158691,6.289999997174299,50,7/3/1980,Right_Hand,Right-arm offbreak,India
Inzamam-ul-Haq,73.33000183105469,null,null,null,null,null,null
Mominul Haque,124.17749977111816,11.5,null,null,null,null,null
KO Otieno,91.3075008392334,null,null,null,null,null,null
DP Nannes,97.61499977111816,7.514999985694885,223,5/16/1976,Right_Hand,Left-arm fast,Australia
T Shamsi,17.857142857142858,7.614769216684195,463,2/18/1990,Right_Hand,Slow left-arm chinaman,South Africa
S Dube,115.18125057220459,12.287272713401101,null,null,null,null,null
Nasir Jamshed,98.29722171359592,null,null,null,null,null,null
Anwar Ali,105.21100044250488,8.579333305358887,null,null,null,null,null
R Mutumbami,98.70833466847738,null,null,null,null,null,null
R Strydom,79.16500091552734,null,null,null,null,null,null
D Pretorius,142.4294137393727,8.628620673870218,null,null,null,null,null
CH Gayle,119.31222248077393,8.444782588792885,162,9/21/1979,Left_Hand,Right-arm offbreak,West Indies
OGL Bascome,91.47181909734553,9.583333333333334,null,null,null,null,null
MJG Rippon,91.46818230368875,6.534117628546322,null,null,null,null,null
DLS van Bunge,65.20818190141158,5,null,null,null,null,null
BC Fortuin,0,8.957499980926514,null,null,null,null,null
PA Hitchcock,118.18000030517578,14.329999923706055,null,null,null,null,null
BM Tickner,83.33000183105469,9.981999969482422,null,null,null,null,null
H Masakadza,103.36939414342244,9.333333333333334,null,null,null,null,null
TJ Murtagh,99.7759994506836,7.480714321136475,null,null,null,null,null
MEK Hussey,125.34500083923339,5,19,5/27/1975,Left_Hand,Right-arm medium,Australia
NJ Maddinson,95.41500091552734,null,373,12/21/1991,Left_Hand,Slow left-arm orthodox,Australia
BA King,108.94684118973582,null,null,null,null,null,null
TWM Latham,97.31100082397461,null,null,null,null,null,null
KK Ahmed,100,8.719999994550433,null,null,null,null,null
MDKJ Perera,121.83897102580352,null,341,8/17/1990,Left_Hand,NULL,Sri Lanka
L Gregory,133.33333333333334,7.25,null,null,null,null,null
Khushdil Shah,72.72000122070312,null,null,null,null,null,null
SW Masakadza,47.85599975585937,11.167142868041992,null,null,null,null,null
Mudassar Bukhari,92.07125123341878,6.930285712650844,null,null,null,null,null
S Chanderpaul,99.25000052018599,null,51,8/16/1974,Left_Hand,Legbreak,West Indies
Aizaz Cheema,0,6.6,null,null,null,null,null
RR Watson,114.72222222222223,8.9,null,null,null,null,null
SN Thakur,204.16500091552734,8.85642855507987,406,10/16/1991,Right_Hand,Right-arm medium,India
Mohammed Shami,null,9.805454514243387,347,9/3/1990,Right_Hand,Right-arm fast-medium,India
Vikramjit Singh,115.37999725341797,null,null,null,null,null,null
KJ Coetzer,109.45696418625968,7.081999969482422,null,null,null,null,null
JH Stander,65.37000045776367,13.204285757882255,null,null,null,null,null
Rahmanullah Gurbaz,112.3518532647027,null,null,null,null,null,null
JL Pattinson,166.66000366210938,9.0625,null,null,null,null,null
RE van der Merwe,95.1717860358102,6.4642857029324485,177,12/31/1984,Right_Hand,Slow left-arm orthodox,South Africa
SD Hope,120.35909201882102,null,null,null,null,null,null
DM Richards,0,null,null,null,null,null,null
Imran Nazir,117.38916770617168,null,null,null,null,null,null
T Muzarabani,0,9.488888846503365,null,null,null,null,null
CAK Rajitha,24.59999942779541,9.649000000953674,null,null,null,null,null
Al-Amin Hossain,59.165000915527344,7.2078823313993565,null,null,null,null,null
JM Vince,111.91750017801921,null,null,null,null,null,null
SP Fleming,122.55000152587891,null,107,4/1/1973,Left_Hand,NULL,New Zealand
JAH Marshall,71.59000015258789,null,null,null,null,null,null
MK Pandey,118.65677470545614,null,96,9/10/1989,Right_Hand,Right-arm medium,India
PJ Hughes,75,null,null,null,null,null,null
RR Rossouw,127.09785842895508,null,380,10/9/1989,Left_Hand,Right-arm offbreak,South Africa
Misbah-ul-Haq,103.43454522797556,null,113,5/28/1974,Right_Hand,Legbreak,Pakistan
Haris Rauf,null,7.375,null,null,null,null,null
T Mishra,74.4880007425944,7.125,469,12/22/1986,Right_Hand,Right-arm fast-medium,India
JB Little,104.0137505531311,9.363333320617675,null,null,null,null,null
JC Archer,null,7.25,null,null,null,null,null
Washington Sundar,140,7.044545433738015,null,null,null,null,null
Zulfiqar Babar,111.60000101725261,7.214285714285714,null,null,null,null,null
KMC Bandara,50,11,null,null,null,null,null
Tamim Iqbal,101.91809967524325,null,null,null,null,null,null
Hamid Hassan,111.08333418104384,6.458636332641948,null,null,null,null,null
XJ Doherty,125.89250183105469,8.172727238048207,null,null,null,null,null
Umar Gul,91.18559997558594,7.294999992847442,105,4/14/1984,Right_Hand,Right-arm fast-medium,Pakistan
SK Raina,118.30092327411359,8.078148144262808,21,11/27/1986,Left_Hand,Right-arm offbreak,India
Mohammad Yousuf,105.45333607991536,null,null,null,null,null,null
Nauman Anwar,180,null,null,null,null,null,null
DJ Willey,116.41055636935764,8.296785695212227,null,null,null,null,null
SI Mahmood,50,10.934999942779541,null,null,null,null,null
MR Marsh,130.56853689798496,8.292413777318494,253,10/20/1991,Right_Hand,Right-arm medium,Australia
DE Bernard,100,4.25,null,null,null,null,null
MRJ Watt,117.12000066583806,7.418787869540128,null,null,null,null,null
Naveen-ul-Haq,100,6.5528571265084405,null,null,null,null,null
J Lewis,25,8.164999961853027,null,null,null,null,null
PD McGlashan,92.74000040690105,null,null,null,null,null,null
Shoaib Khan jnr,72.69999885559082,null,null,null,null,null,null
BN Cooper,100.16708445549011,null,null,null,null,null,null
GI Maiden,0,6,null,null,null,null,null
MK Tiwary,88.2300033569336,null,87,11/14/1985,Right_Hand,Legbreak googly,India
Nurul Hasan,103.03000068664551,null,null,null,null,null,null
CD de Lange,130,6.214285714285714,null,null,null,null,null
RAJ Smith,128.57000732421875,9.695000171661377,null,null,null,null,null
EC Joyce,86.22733256022136,null,null,null,null,null,null
WD Parnell,135.45818328857422,8.627692302068075,267,7/30/1989,Left_Hand,Left-arm medium-fast,South Africa
R Rampaul,41.665000915527344,8.958260847174603,349,10/15/1984,Left_Hand,Right-arm fast-medium,West Indies
Yuvraj Singh,117.58000048469094,7.4883870770854335,27,12/12/1981,Left_Hand,Slow left-arm orthodox,India
Iftikhar Anjum,null,8.375,null,null,null,null,null
SHT Kandamby,47.02000045776367,null,null,null,null,null,null
JAR Blain,66.66666666666667,5.4,null,null,null,null,null
Karim Sadiq,91.52888912624783,7.612499986376081,null,null,null,null,null
GJ Batty,57.13999938964844,5.659999847412109,null,null,null,null,null
PSP Handscomb,98.88500213623047,null,423,4/26/1991,Right_Hand,NULL,Australia
BW Hilfenhaus,8.333333333333334,6.142857142857143,451,3/15/1983,Right_Hand,Right-arm fast-medium,Australia
E Chigumbura,117.41849093167286,10.2247618720645,null,null,null,null,null
NJ O'Brien,96.82928630283901,null,null,null,null,null,null
LS Baker,null,7,null,null,null,null,null
TL Seifert,111.22260881506878,null,null,null,null,null,null
PW Borren,108.73868480481599,7.218999989827474,null,null,null,null,null
RS Bopara,103.46200049264091,7.961904741468883,161,5/4/1985,Right_Hand,Right-arm medium,England
NS Poonia,63.27857208251953,null,null,null,null,null,null
DA Miller,128.30319825767864,null,320,6/10/1989,Left_Hand,Right-arm offbreak,South Africa
ACL Richards,66.66000366210938,null,null,null,null,null,null
AJ Redmond,121.78666687011719,8.470000267028809,null,null,null,null,null
PP Ojha,166.66000366210938,7.026666641235352,131,9/5/1986,Left_Hand,Slow left-arm orthodox,India
RDM Leverock,null,5.25,null,null,null,null,null
E Ochieng,null,7.5,null,null,null,null,null
R Powell,101.74267963000706,9.247857093811035,null,null,null,null,null
SB Styris,111.80000028939082,6.891428538731167,58,7/10/1975,Right_Hand,Right-arm medium,New Zealand
MD Bates,null,9.71999994913737,null,null,null,null,null
PM Seelaar,92.24250049591065,7.232413785210971,null,null,null,null,null
Umar Amin,93.68444400363498,null,null,null,null,null,null
J Edness,36.503334045410156,null,null,null,null,null,null
DO Obuya,78.85699996948242,null,null,null,null,null,null
NN Odhiambo,94.99800071716308,8.200476169586182,null,null,null,null,null
RN Patel,41.665000915527344,null,null,null,null,null,null
Hasan Ali,124.9066670735677,8.339666668574015,null,null,null,null,null
Junaid Khan,75,9.137777752346462,null,null,null,null,null
RW Chakabva,69.59500026702881,null,null,null,null,null,null
EB Ringera,33.33000183105469,4.5,null,null,null,null,null
MM Iqbal,86.38333384195964,8.583333333333334,null,null,null,null,null
JD Wildermuth,100,12,null,null,null,null,null
BB McCullum,123.79957195009504,null,2,9/27/1981,Right_Hand,Right-arm medium,New Zealand
RV Uthappa,95.12583351135254,null,46,11/11/1985,Right_Hand,Right-arm medium,India
MM Sharma,50,7.780000001192093,364,9/18/1988,Right_Hand,Right-arm medium,India
CRD Fernando,48.331999969482425,7.323333316379124,149,7/19/1979,Right_Hand,Right-arm fast-medium,Sri Lanka
TS Chisoro,85.97166697184245,6.985833326975505,null,null,null,null,null
P Kerai,0,7.931999969482422,null,null,null,null,null
Hussain Talat,106.45142800467355,8.75,null,null,null,null,null
JP Bray,10,null,null,null,null,null,null
MJ Lumb,118.04185316297743,null,224,2/12/1980,Left_Hand,Right-arm medium,England
SR Watson,118.85160759517125,8.165102034198995,32,6/17/1981,Right_Hand,Right-arm fast-medium,Australia
AD Mathews,116.98426957612627,7.272415710968918,191,6/2/1987,Right_Hand,Right-arm fast-medium,Sri Lanka
MS Atapattu,62.5,null,null,null,null,null,null
Hasan Mahmud,null,6.25,null,null,null,null,null
DJ Reekers,111.5980010986328,null,null,null,null,null,null
Qais Ahmad,null,6.25,null,null,null,null,null
DR Martyn,130.07500076293945,null,225,10/21/1971,Right_Hand,Right-arm medium,Australia
HH Gibbs,95.50695701267408,null,97,2/23/1974,Right_Hand,Right-arm bowler,South Africa
RP Singh,100,6.953333324856228,61,12/6/1985,Right_Hand,Left-arm fast-medium,India
DS Kulkarni,100,6.875,80,12/10/1988,Right_Hand,Right-arm medium,India
RAS Lakmal,55,10.02636363289573,null,null,null,null,null
LN Oluoch,80.1366678873698,7.340999984741211,null,null,null,null,null
CJO Smith,52.776666005452476,null,null,null,null,null,null
LE Bosman,105.71928576060704,null,null,null,null,null,null
Usman Shinwari,66.66000366210938,8.202500000596046,null,null,null,null,null
Sikander Zulfiqar,100.13750076293945,8.165714263916016,null,null,null,null,null
TM Odoyo,75.34899978637695,4.781999969482422,null,null,null,null,null
NM Lyon,100,11.625,null,null,null,null,null
D Paterson,250,8.738749980926514,null,null,null,null,null
Sharjeel Khan,130.47266743977863,null,null,null,null,null,null
Zakir Hasan,111.11000061035156,null,null,null,null,null,null
NJ Reardon,50,null,null,null,null,null,null
MJ McClenaghan,139.2849998474121,7.6153571265084405,403,6/11/1986,Left_Hand,Left-arm fast-medium,New Zealand
M Kartik,null,6.75,83,9/11/1976,Left_Hand,Slow left-arm orthodox,India
Fawad Alam,111.42764686135685,8.178333282470703,null,null,null,null,null
Raza Hasan,70.82999992370605,5.857999992370606,null,null,null,null,null
Nazmus Sadat,133.3300018310547,null,null,null,null,null,null
BR McDermott,68.68500061035157,null,null,null,null,null,null
KM Dabengwa,124.80500094095866,9.189999989100865,null,null,null,null,null
JA Rudolph,85.70999908447266,null,null,null,null,null,null
ADS Fletcher,80.33100004196167,null,null,null,null,null,null
CT Mumba,137.5,10.886666615804037,null,null,null,null,null
GH O'Brien,84.72166697184245,6.324545426802202,null,null,null,null,null
CS MacLeod,100.9504255538291,9.272727272727273,null,null,null,null,null
CD Wallace,102.0985723223005,null,null,null,null,null,null
CB Sole,200,8.8125,null,null,null,null,null
IJL Trott,73.71000017438617,null,null,null,null,null,null
MH Yardy,99.11428506033761,6.633846136239859,null,null,null,null,null
AJ Hall,110,7.5,null,null,null,null,null
Kamran Akmal,96.31396333226618,null,69,1/13/1982,Right_Hand,NULL,Pakistan
RL Bhudia,74.07333374023438,14.916666666666666,null,null,null,null,null
Yamin Ahmadzai,100,9.139999866485596,null,null,null,null,null
LE Plunkett,83.73666720920139,8.20136366107247,null,null,null,null,null
CAK Walton,82.11588197595933,null,null,null,null,null,null
PG Fulton,70.99500147501628,null,null,null,null,null,null
SHA Rance,49.016666412353516,9.094285692487444,null,null,null,null,null
MD Gunathilaka,116.58521768321161,8.425555547078451,null,null,null,null,null
KJ O'Brien,114.53693536049562,8.15450979681576,null,null,null,null,null
HT Tector,120.78156819063075,null,null,null,null,null,null
DA Warner,124.09995820966817,null,187,10/27/1986,Left_Hand,Legbreak,Australia
XM Marshall,103.66833368937175,null,null,null,null,null,null
JD Ryder,112.22428530738468,8,157,8/6/1984,Left_Hand,Right-arm medium,New Zealand
BRM Taylor,100.56803466927292,2.5,null,null,null,null,null
C Floyd,78.33000183105469,9.664999961853027,null,null,null,null,null
AJ Finch,127.40000119052091,13.5,254,11/17/1986,Right_Hand,Slow left-arm orthodox,Australia
ST Gabriel,null,7.5,null,null,null,null,null
KL Rahul,132.12105289258454,null,354,4/18/1992,Right_Hand,NULL,India
S Kaul,null,7.673333485921224,368,5/19/1990,Right_Hand,Right-arm medium,India
Rameez Raja (2),67.59000015258789,null,null,null,null,null,null
KTGD Prasad,null,12.329999923706055,null,null,null,null,null
TC Bruce,105.93823511460248,null,null,null,null,null,null
NJ Astle,106.4174976348877,7.789999961853027,null,null,null,null,null
CK Tshuma,null,10,null,null,null,null,null
DMW Rawlins,107.95636333118786,7.7272727272727275,null,null,null,null,null
J Smits,52.349998474121094,null,null,null,null,null,null
Aftab Ahmed,129.069091796875,24,null,null,null,null,null
WK McCallan,53.96666971842448,6.107142857142857,null,null,null,null,null
SO Hetmyer,111.52080720470798,null,null,null,null,null,null
A Nehra,40.15999908447266,7.850740715309426,73,4/29/1979,Right_Hand,Left-arm medium-fast,India
T Thushara,50,8.09666665395101,156,3/1/1981,Left_Hand,Left-arm fast-medium,Sri Lanka
V Sibanda,94.8561542217548,null,null,null,null,null,null
JP Kotze,95.09750048319499,null,null,null,null,null,null
CMW Read,118.18000030517578,null,null,null,null,null,null
RE Levi,95.88846236008864,null,304,1/14/1988,Right_Hand,Right-arm medium,South Africa
SM Pollock,73.03111097547743,7.704545454545454,49,7/16/1973,Right_Hand,Right-arm fast-medium,South Africa
R Frylinck,null,5.916666666666667,null,null,null,null,null
GC Tonge,null,6.25,null,null,null,null,null
R Ngarava,null,12,null,null,null,null,null
BD Glover,66.66666666666667,7.200526287681178,null,null,null,null,null
G Gambhir,110.953611585829,null,40,10/14/1981,Left_Hand,Legbreak,India
Mohammad Salman,83.33000183105469,null,null,null,null,null,null
GJ Thompson,60.80125045776367,null,null,null,null,null,null
HG Munsey,130.0894446902805,null,null,null,null,null,null
Izatullah Dawlatzai,0,10.977499961853027,null,null,null,null,null
PR Brown,44.439998626708984,10.602499961853027,null,null,null,null,null
KD Karthik,159.5033337275187,null,88,6/1/1985,Right_Hand,NULL,India
IK Pathan,116.04615490253155,8.372173889823582,29,10/27/1984,Left_Hand,Left-arm medium-fast,India
Shafiqullah,155.2515001296997,null,null,null,null,null,null
LA Pomersbach,214.27999877929688,null,139,9/28/1984,Left_Hand,Right-arm offbreak,Australia
MN Samuels,107.48846101027269,8.490666643778484,307,2/5/1981,Right_Hand,Right-arm offbreak,West Indies
P Negi,null,5.329999923706055,322,1/6/1993,Left_Hand,Slow left-arm orthodox,India
SP Terry,66.66000366210938,null,null,null,null,null,null
HE van der Dussen,115.2941470262481,null,null,null,null,null,null
Sahibzada Farhan,57.564998626708984,null,null,null,null,null,null
SMA Priyanjan,86.66666666666667,null,null,null,null,null,null
S Smith,57.63666788736979,null,null,null,null,null,null
E Schiferli,34.916666666666664,6.458333333333333,null,null,null,null,null
JS Kundi,29.8700008392334,7.5,null,null,null,null,null
JNK Shannon,97.61500072479248,11,null,null,null,null,null
FRJ Coleman,69.2300033569336,null,null,null,null,null,null
Imran Tahir,111.30750179290771,6.7785714285714285,386,3/27/1979,Right_Hand,Legbreak googly,India
AP Devcich,111.4375,7.122499942779541,null,null,null,null,null
NL McCullum,85.60868521740562,7.196949134438725,281,9/1/1980,Right_Hand,Right-arm offbreak,New Zealand
GD Elliott,104.81714466639927,8.428571428571429,null,null,null,null,null
KM Jadhav,116.02333323160808,null,237,3/26/1985,Right_Hand,Right-arm offbreak,India
BJ Haddin,103.88310373240503,null,279,10/23/1977,Right_Hand,NULL,Australia
Umar Akmal,102.28797555271584,null,null,null,null,null,null
AK Perera,93.63399963378906,17,null,null,null,null,null
IR Bell,102.88374996185303,null,null,null,null,null,null
ML Hayden,144.65555657280817,null,18,10/29/1971,Left_Hand,Right-arm medium,Australia
UWMBCA Welegedara,66.66000366210938,10.25,null,null,null,null,null
SJ Myburgh,93.26531302928925,null,null,null,null,null,null
BJ Hodge,125.6854546286843,8.833333333333334,104,12/29/1974,Right_Hand,Right-arm offbreak,Australia
LM Jongwe,89.105715070452,10.094285692487444,null,null,null,null,null
S Matsikenyeri,65.47799987792969,8.166666666666666,null,null,null,null,null
Najmul Hossain Shanto,92.36000061035156,null,null,null,null,null,null
Nawroz Mangal,93.57437515258789,12.03499984741211,null,null,null,null,null
KW Richardson,64.28500366210938,7.6684905358080595,363,2/12/1991,Right_Hand,Right-arm fast-medium,Australia
NO Miller,96.21600036621093,7.186666700575087,null,null,null,null,null
Mukhtar Ahmed,107.48500061035156,null,null,null,null,null,null
BOP Fernando,105.1020004272461,null,null,null,null,null,null
ST de Silva,25,10,null,null,null,null,null
Sajedul Islam,null,15,null,null,null,null,null
Amir Hamza,109.07428523472377,6.922903230113368,null,null,null,null,null
MJ Henry,200,8.333333333333334,null,null,null,null,null
V Kohli,127.14157957779734,8.835833311080933,8,11/5/1988,Right_Hand,Right-arm medium,India
N M'shangwe,83.33000183105469,9.281999969482422,null,null,null,null,null
Mohammad Rafique,260,5.5,null,null,null,null,null
GJ McCarter,null,10,null,null,null,null,null
IDR Bradshaw,null,5.5,null,null,null,null,null
RR Patel,116.42192268371582,7.714285714285714,null,null,null,null,null
PA Nixon,140.89999389648438,null,null,null,null,null,null
AU Rashid,97.23142978123256,8.23341462670303,null,null,null,null,null
SW Tait,72.22166697184245,7.311904748280843,238,2/22/1983,Right_Hand,Right-arm fast,Australia
Yasir Arafat,123.5309101451527,8.439999983860897,null,null,null,null,null
Abdur Rehman,98.49800109863281,8.332499980926514,null,null,null,null,null
MJ North,95.2300033569336,null,null,null,null,null,null
MR Gillespie,71.16833368937175,7.1519999504089355,null,null,null,null,null
Sandeep Sharma,100,10.539999961853027,367,5/18/1993,Right_Hand,Right-arm medium,India
SE Rutherford,109.46750068664551,8.164999961853027,null,null,null,null,null
JS Jesani,20,null,null,null,null,null,null
DJM Short,109.7060007095337,8.80444441901313,null,null,null,null,null
GW Aldridge,null,11.25,null,null,null,null,null
G Wijekoon,50,8.75,null,null,null,null,null
DL Brangman,36.506665547688804,12.8,null,null,null,null,null
JW Dernbach,88.77428545270648,8.611212109074447,null,null,null,null,null
GB Hogg,116,7.920666631062826,316,2/6/1971,Left_Hand,Slow left-arm chinaman,Australia
HD Rutherford,110.55857195172992,null,null,null,null,null,null
S Randiv,125,6.654285703386579,278,1/30/1985,Right_Hand,Right-arm offbreak,Sri Lanka
